trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1047,False,"{'a': 0.003, 'e': 0.04336945012110491}",20,0,33.335456929524824,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1048,False,"{'a': 0.003, 'e': 0.043239536738250886}",35,24,19.944571731359183,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1049,False,"{'a': 0.003, 'e': 0.043110012511519386}",20,12,13.236104689673898,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1050,False,"{'a': 0.003, 'e': 0.042980876275191475}",20,7,25.61266209381859,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1051,False,"{'a': 0.003, 'e': 0.04285212686704019}",20,9,5.411892927321869,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1052,False,"{'a': 0.003, 'e': 0.04272376312831993}",20,0,29.8705453374053,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1053,False,"{'a': 0.003, 'e': 0.042595783903756214}",25,14,17.68556829823391,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1054,False,"{'a': 0.003, 'e': 0.042468188041535154}",20,16,7.090124832611698,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1055,False,"{'a': 0.003, 'e': 0.042340974393293145}",20,3,22.112493931948585,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1056,False,"{'a': 0.003, 'e': 0.042214141814106466}",20,2,21.58129668814909,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1057,False,"{'a': 0.003, 'e': 0.042087689162481054}",25,7,17.06962842138108,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1058,False,"{'a': 0.003, 'e': 0.041961615300342196}",20,7,24.491873221722383,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1059,False,"{'a': 0.003, 'e': 0.0418359190930243}",20,12,15.360315014174036,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1060,False,"{'a': 0.003, 'e': 0.04171059940926062}",20,14,11.666759513925955,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1061,False,"{'a': 0.003, 'e': 0.04158565512117316}",25,8,5.929182971853998,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1062,False,"{'a': 0.003, 'e': 0.0414610851042625}",20,6,25.36723564149283,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1063,False,"{'a': 0.003, 'e': 0.041336888237397666}",35,0,56.58267130503169,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
1064,False,"{'a': 0.003, 'e': 0.04121306340280596}",25,19,11.523162221960897,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1065,False,"{'a': 0.003, 'e': 0.04108960948606308}",20,2,28.232773041467656,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1066,False,"{'a': 0.003, 'e': 0.040966525376082925}",20,11,13.274056713549598,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1067,False,"{'a': 0.003, 'e': 0.0408438099651077}",25,14,20.287318429452853,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1068,False,"{'a': 0.003, 'e': 0.04072146214869783}",20,0,34.78124209826799,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1069,False,"{'a': 0.003, 'e': 0.04059948082572218}",20,6,25.35880850398594,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1070,False,"{'a': 0.003, 'e': 0.040477864898348016}",20,0,18.04969065791156,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1071,False,"{'a': 0.003, 'e': 0.04035661327203115}",20,10,18.935815439390474,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1072,False,"{'a': 0.003, 'e': 0.04023572485550614}",20,13,14.791255449748329,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1073,False,"{'a': 0.003, 'e': 0.040115198560776416}",25,14,20.0104479441273,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1074,False,"{'a': 0.003, 'e': 0.03999503330310454}",25,17,16.788822787206943,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1075,False,"{'a': 0.003, 'e': 0.039875228001002336}",30,4,13.648692352377838,"{0: 25, 1: 0, 2: 0, 3: 1, 4: 0}",1
1076,False,"{'a': 0.003, 'e': 0.039755781576221304}",20,4,23.911744836364637,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1077,False,"{'a': 0.003, 'e': 0.0396366929537428}",20,16,7.73418537058426,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1078,False,"{'a': 0.003, 'e': 0.039517961061768456}",20,5,21.842746212089388,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1079,False,"{'a': 0.003, 'e': 0.03939958483171039}",20,13,11.806337066316718,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1080,False,"{'a': 0.003, 'e': 0.03928156319818176}",20,6,22.5684863115666,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1081,False,"{'a': 0.003, 'e': 0.039163895098987066}",25,14,7.7474677762147595,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1082,False,"{'a': 0.003, 'e': 0.039046579475112635}",25,7,27.815554203998527,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1083,False,"{'a': 0.003, 'e': 0.038929615270717026}",25,6,34.52239207242139,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1084,False,"{'a': 0.003, 'e': 0.03881300143312163}",35,23,19.829750264622394,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1085,False,"{'a': 0.003, 'e': 0.038696736912801115}",20,13,12.588518851574356,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1086,False,"{'a': 0.003, 'e': 0.03858082066337404}",35,24,20.3495089844775,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1087,False,"{'a': 0.003, 'e': 0.03846525164159334}",20,6,-16.947536024746384,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1088,False,"{'a': 0.003, 'e': 0.03835002880733705}",25,15,16.95887917468734,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1089,False,"{'a': 0.003, 'e': 0.03823515112359889}",20,11,2.138691022488503,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1090,False,"{'a': 0.003, 'e': 0.03812061755647895}",25,0,32.18556592059281,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1091,False,"{'a': 0.003, 'e': 0.038006427075174314}",20,10,7.813403040459765,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1092,False,"{'a': 0.003, 'e': 0.0378925786519699}",20,13,11.333000525215997,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1093,False,"{'a': 0.003, 'e': 0.037779071262229125}",20,11,17.581607279697064,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1094,False,"{'a': 0.003, 'e': 0.03766590388438474}",20,8,21.650679929726838,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1095,False,"{'a': 0.003, 'e': 0.03755307549992954}",35,23,21.582645570738407,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1096,False,"{'a': 0.003, 'e': 0.03744058509340732}",30,11,28.070850968952737,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1097,False,"{'a': 0.003, 'e': 0.03732843165240367}",25,14,20.18906170108509,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1098,False,"{'a': 0.003, 'e': 0.03721661416753687}",25,1,36.72296286053654,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1099,False,"{'a': 0.003, 'e': 0.03710513163244877}",30,19,20.580161086512792,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1100,False,"{'a': 0.003, 'e': 0.036993983043795836}",20,13,1.7916358177069385,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1101,False,"{'a': 0.003, 'e': 0.036883167401239994}",20,2,14.24924570527452,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1102,False,"{'a': 0.003, 'e': 0.036772683707439746}",25,3,37.58949464815863,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1103,False,"{'a': 0.003, 'e': 0.03666253096804106}",25,5,31.527040152566673,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1104,False,"{'a': 0.003, 'e': 0.036552708191668566}",20,13,13.795354558549736,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1105,False,"{'a': 0.003, 'e': 0.036443214389916524}",30,0,42.361092060616386,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1106,False,"{'a': 0.003, 'e': 0.036334048577339996}",30,17,11.426316567979256,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1107,False,"{'a': 0.003, 'e': 0.03622520977144591}",20,3,19.714697425168698,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1108,False,"{'a': 0.003, 'e': 0.03611669699268428}",20,13,4.681445959306779,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1109,False,"{'a': 0.003, 'e': 0.036008509264439374}",25,9,18.908526302254792,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1110,False,"{'a': 0.003, 'e': 0.03590064561302092}",25,0,33.505096370710554,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1111,False,"{'a': 0.003, 'e': 0.0357931050676553}",25,11,22.135440332041103,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1112,False,"{'a': 0.003, 'e': 0.03568588666047689}",30,1,37.66528194676449,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 0}",1
1113,False,"{'a': 0.003, 'e': 0.03557898942651932}",25,9,28.284707354440073,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1114,False,"{'a': 0.003, 'e': 0.03547241240370673}",25,5,5.144168004644169,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",1
1115,False,"{'a': 0.003, 'e': 0.03536615463284522}",20,0,24.18239247555243,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1116,False,"{'a': 0.003, 'e': 0.03526021515761412}",20,15,9.65768357913293,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1117,False,"{'a': 0.003, 'e': 0.03515459302455746}",20,7,8.623425014251984,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1118,False,"{'a': 0.003, 'e': 0.035049287283075305}",30,4,40.73663008805623,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 0}",1
1119,False,"{'a': 0.003, 'e': 0.03494429698541527}",25,19,11.877004798201764,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1120,False,"{'a': 0.003, 'e': 0.034839621186663984}",25,0,31.71144552785284,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1121,False,"{'a': 0.003, 'e': 0.03473525894473856}",20,16,8.58965976766402,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1122,False,"{'a': 0.003, 'e': 0.034631209320378095}",20,12,16.21189977089027,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1123,False,"{'a': 0.003, 'e': 0.034527471377135265}",20,7,26.17551235673993,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1124,False,"{'a': 0.003, 'e': 0.034424044181367894}",20,0,25.877815715937054,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1125,False,"{'a': 0.003, 'e': 0.03432092680223053}",20,16,5.099859999523357,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1126,False,"{'a': 0.003, 'e': 0.03421811831166603}",25,3,35.36255092151714,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1127,False,"{'a': 0.003, 'e': 0.03411561778439732}",20,6,12.887653068233396,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1128,False,"{'a': 0.003, 'e': 0.03401342429791895}",20,0,9.20150418204285,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1129,False,"{'a': 0.003, 'e': 0.033911536932488856}",25,9,26.81054417109787,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1130,False,"{'a': 0.003, 'e': 0.033809954771120046}",20,0,33.004154162859066,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1131,False,"{'a': 0.003, 'e': 0.033708676899572396}",20,16,8.723303717602581,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1132,False,"{'a': 0.003, 'e': 0.03360770240634438}",25,14,22.485293822771528,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1133,False,"{'a': 0.003, 'e': 0.03350703038266488}",20,0,26.56864537903528,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1134,False,"{'a': 0.003, 'e': 0.03340665992248499}",20,8,13.201048327454794,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1135,False,"{'a': 0.003, 'e': 0.03330659012246989}",20,1,31.038349854589686,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1136,False,"{'a': 0.003, 'e': 0.03320682008199072}",25,6,32.13749083043154,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1137,False,"{'a': 0.003, 'e': 0.03310734890311644}",20,0,-6.249131785806041,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1138,False,"{'a': 0.003, 'e': 0.03300817569060575}",20,0,27.2841043340302,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1139,False,"{'a': 0.003, 'e': 0.03290929955189908}",20,14,9.60168993577031,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1140,False,"{'a': 0.003, 'e': 0.032810719597110516}",20,13,13.860630596840322,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1141,False,"{'a': 0.003, 'e': 0.03271243493901982}",25,0,34.630775718403754,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1142,False,"{'a': 0.003, 'e': 0.03261444469306436}",20,5,25.998969470270513,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1143,False,"{'a': 0.003, 'e': 0.03251674797733129}",20,2,27.64487955267346,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1144,False,"{'a': 0.003, 'e': 0.0324193439125495}",25,9,29.008267700715695,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1145,False,"{'a': 0.003, 'e': 0.03232223162208177}",25,17,14.80817065704404,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1146,False,"{'a': 0.003, 'e': 0.0322254102319168}",25,8,28.784052457396292,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1147,False,"{'a': 0.003, 'e': 0.03212887887066144}",30,18,19.98272523808886,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1148,False,"{'a': 0.003, 'e': 0.03203263666953279}",20,12,16.91639503938824,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1149,False,"{'a': 0.003, 'e': 0.03193668276235039}",35,21,-26.486519932238487,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
1150,False,"{'a': 0.003, 'e': 0.03184101628552841}",25,11,22.351378368676837,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1151,False,"{'a': 0.003, 'e': 0.03174563637806794}",20,9,15.854479559202883,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1152,False,"{'a': 0.003, 'e': 0.03165054218154915}",20,2,35.01641010272725,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1153,False,"{'a': 0.003, 'e': 0.03155573284012364}",25,3,35.36593405407009,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1154,False,"{'a': 0.003, 'e': 0.03146120750050669}",25,7,29.097023136788515,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1155,False,"{'a': 0.003, 'e': 0.0313669653119696}",20,8,19.74214242162117,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1156,False,"{'a': 0.003, 'e': 0.03127300542633206}",25,12,24.749843485429874,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1157,False,"{'a': 0.003, 'e': 0.031179326997954438}",25,3,35.51802551973201,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1158,False,"{'a': 0.003, 'e': 0.03108592918373026}",20,15,7.376955042675868,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1159,False,"{'a': 0.003, 'e': 0.03099281114307856}",35,23,11.996039276855278,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1160,False,"{'a': 0.003, 'e': 0.030899972037936367}",20,6,17.27927270868696,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1161,False,"{'a': 0.003, 'e': 0.030807411032751076}",20,1,22.559975302733534,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
1162,False,"{'a': 0.003, 'e': 0.03071512729447303}",25,18,10.75754868669842,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1163,False,"{'a': 0.003, 'e': 0.03062311999254796}",25,0,-0.292970809357308,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
1164,False,"{'a': 0.003, 'e': 0.030531388298909546}",25,1,35.18704107645723,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1165,False,"{'a': 0.003, 'e': 0.03043993138797189}",25,10,24.716207116081392,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1166,False,"{'a': 0.003, 'e': 0.030348748436622202}",20,7,16.216004693644017,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1167,False,"{'a': 0.003, 'e': 0.030257838624213294}",20,0,29.206489035425367,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1168,False,"{'a': 0.003, 'e': 0.03016720113255626}",20,8,20.352251324677553,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1169,False,"{'a': 0.003, 'e': 0.03007683514591303}",20,11,16.69794964129488,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1170,False,"{'a': 0.003, 'e': 0.029986739850989135}",25,18,10.558811522971776,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1171,False,"{'a': 0.003, 'e': 0.029896914436926308}",30,8,25.768966650383305,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1172,False,"{'a': 0.003, 'e': 0.029807358095295233}",25,17,14.82825074540893,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1173,False,"{'a': 0.003, 'e': 0.0297180700200882}",30,0,0.8409053141880172,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
1174,False,"{'a': 0.003, 'e': 0.029629049407711945}",20,5,2.6759548380253877,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
1175,False,"{'a': 0.003, 'e': 0.029540295456980357}",25,18,13.541896779008505,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1176,False,"{'a': 0.003, 'e': 0.02945180736910729}",20,7,24.958098535007615,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1177,False,"{'a': 0.003, 'e': 0.029363584347699333}",25,0,17.407618459926095,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
1178,False,"{'a': 0.003, 'e': 0.02927562559874871}",30,19,19.575761962307098,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1179,False,"{'a': 0.003, 'e': 0.029187930330626086}",25,0,35.61631075541065,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1180,False,"{'a': 0.003, 'e': 0.02910049775407347}",30,23,14.65472967214154,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1181,False,"{'a': 0.003, 'e': 0.029013327082197053}",20,0,21.262100418748055,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1182,False,"{'a': 0.003, 'e': 0.02892641753046022}",25,3,33.48967230065957,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1183,False,"{'a': 0.003, 'e': 0.028839768316676413}",20,16,7.376763182306855,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1184,False,"{'a': 0.003, 'e': 0.028753378661002135}",20,14,10.682719635706059,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1185,False,"{'a': 0.003, 'e': 0.02866724778592988}",20,10,19.86427840007997,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1186,False,"{'a': 0.003, 'e': 0.028581374916281203}",20,5,23.705921803853293,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1187,False,"{'a': 0.003, 'e': 0.028495759279199697}",20,10,21.872496304373456,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1188,False,"{'a': 0.003, 'e': 0.02841040010414406}",20,16,6.687417212472877,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1189,False,"{'a': 0.003, 'e': 0.02832529662288112}",30,7,35.330820853746694,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1190,False,"{'a': 0.003, 'e': 0.028240448069478983}",20,11,13.612469648976559,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1191,False,"{'a': 0.003, 'e': 0.028155853680300096}",30,16,23.87530336013154,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1192,False,"{'a': 0.003, 'e': 0.028071512693994393}",20,1,24.88448040470112,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1193,False,"{'a': 0.003, 'e': 0.027987424351492405}",20,8,18.84879881159137,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1194,False,"{'a': 0.003, 'e': 0.027903587895998498}",20,8,19.777618072746286,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1195,False,"{'a': 0.003, 'e': 0.027820002572984004}",20,10,19.319483812794466,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1196,False,"{'a': 0.003, 'e': 0.027736667630180466}",25,7,33.26201912926226,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1197,False,"{'a': 0.003, 'e': 0.027653582317572808}",30,3,42.84287927851613,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
1198,False,"{'a': 0.003, 'e': 0.02757074588739267}",20,16,5.561343126326291,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1199,False,"{'a': 0.003, 'e': 0.027488157594111634}",20,2,31.376077375714253,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1200,False,"{'a': 0.003, 'e': 0.027405816694434475}",35,21,27.23683437653027,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1201,False,"{'a': 0.003, 'e': 0.02732372244729256}",20,16,8.381934284784029,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1202,False,"{'a': 0.003, 'e': 0.027241874113837102}",20,0,11.764619214639634,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1203,False,"{'a': 0.003, 'e': 0.027160270957432564}",20,11,19.85873652078705,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1204,False,"{'a': 0.003, 'e': 0.027078912243649965}",20,14,9.565611929550448,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1205,False,"{'a': 0.003, 'e': 0.02699779724026034}",25,15,16.0201258946154,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1206,False,"{'a': 0.003, 'e': 0.026916925217228112}",20,0,29.01764943030833,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1207,False,"{'a': 0.003, 'e': 0.02683629544670454}",20,0,18.716705066114912,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1208,False,"{'a': 0.003, 'e': 0.026755907203021123}",20,6,22.121518644909077,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1209,False,"{'a': 0.003, 'e': 0.026675759762683132}",20,10,17.853452883293155,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1210,False,"{'a': 0.003, 'e': 0.02659585240436307}",25,0,41.57350519836471,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1211,False,"{'a': 0.003, 'e': 0.02651618440889418}",20,12,16.09151836259502,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1212,False,"{'a': 0.003, 'e': 0.026436755059263944}",20,10,-21.85455491891524,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1213,False,"{'a': 0.003, 'e': 0.02635756364060769}",25,13,23.16322628833441,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1214,False,"{'a': 0.003, 'e': 0.026278609440202112}",30,16,23.92166146791398,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1215,False,"{'a': 0.003, 'e': 0.02619989174745889}",25,3,25.61570457977373,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
1216,False,"{'a': 0.003, 'e': 0.026121409853918233}",20,10,17.13182725207671,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1217,False,"{'a': 0.003, 'e': 0.02604316305324258}",25,14,19.526912006263004,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1218,False,"{'a': 0.003, 'e': 0.0259651506412102}",25,11,23.1920549290414,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1219,False,"{'a': 0.003, 'e': 0.025887371915708866}",30,23,12.706588766690244,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1220,False,"{'a': 0.003, 'e': 0.0258098261767295}",25,16,15.818917749131824,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1221,False,"{'a': 0.003, 'e': 0.02573251272635994}",20,10,19.2589135422272,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1222,False,"{'a': 0.003, 'e': 0.025655430868778615}",30,15,21.347406454081028,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1223,False,"{'a': 0.003, 'e': 0.025578579910248294}",30,19,19.19885270729586,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1224,False,"{'a': 0.003, 'e': 0.02550195915910981}",20,0,32.12942203166302,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1225,False,"{'a': 0.003, 'e': 0.025425567925775893}",25,15,15.417259053122633,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1226,False,"{'a': 0.003, 'e': 0.02534940552272493}",20,3,25.6421629633699,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1227,False,"{'a': 0.003, 'e': 0.025273471264494796}",20,13,15.448337614409903,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1228,False,"{'a': 0.003, 'e': 0.025197764467676628}",20,0,32.639256550804795,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1229,False,"{'a': 0.003, 'e': 0.02512228445090875}",35,16,30.268888559480423,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
