trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
575,False,"{'a': 0.003, 'e': 0.17870837350933053}",25,8,26.44660312151997,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.003, 'e': 0.1781730517728984}",30,16,21.62450073100893,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.003, 'e': 0.17763933359513495}",25,13,15.951541453148746,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.003, 'e': 0.17710721417257289}",25,18,12.56990056202687,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.003, 'e': 0.17657668871613388}",20,9,12.210943381009537,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.003, 'e': 0.17604775245108517}",20,10,1.6078799884714128,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
581,False,"{'a': 0.003, 'e': 0.17552040061699686}",35,18,34.07380748414696,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.003, 'e': 0.17499462846769887}",30,19,20.52217795557306,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.003, 'e': 0.17447043127123832}",20,0,-1.0068639825861112,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
584,False,"{'a': 0.003, 'e': 0.17394780430983683}",35,0,4.742455888185992,"{0: 32, 1: 0, 2: 2, 3: 1, 4: 0}",0
585,False,"{'a': 0.003, 'e': 0.17342674287984836}",25,10,-34.60534696114082,"{0: 12, 1: 0, 2: 1, 3: 2, 4: 0}",1
586,False,"{'a': 0.003, 'e': 0.17290724229171636}",20,0,18.500692063875203,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
587,False,"{'a': 0.003, 'e': 0.17238929786993218}",20,12,-28.13973818309701,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
588,False,"{'a': 0.003, 'e': 0.1718729049529924}",25,10,7.57009887538592,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
589,False,"{'a': 0.003, 'e': 0.17135805889335737}",25,10,15.153884141131122,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.003, 'e': 0.170844755057409}",25,7,-11.428865070529117,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
591,False,"{'a': 0.003, 'e': 0.17033298882540943}",20,10,5.394303629738508,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
592,False,"{'a': 0.003, 'e': 0.16982275559145898}",20,0,15.075401090485837,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
593,False,"{'a': 0.003, 'e': 0.16931405076345518}",20,13,-0.7483884987346192,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
594,False,"{'a': 0.003, 'e': 0.1688068697630511}",20,6,16.514421516726312,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.003, 'e': 0.16830120802561438}",25,4,27.33316681103873,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
596,False,"{'a': 0.003, 'e': 0.16779706100018585}",20,9,17.051348768604353,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.003, 'e': 0.167294424149439}",20,13,14.68219838974587,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.003, 'e': 0.16679329294963874}",25,16,20.47764550449463,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.003, 'e': 0.16629366289060088}",20,9,-6.213386858812525,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
600,False,"{'a': 0.003, 'e': 0.16579552947565152}",20,14,8.056614576465922,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.003, 'e': 0.16529888822158653}",20,0,-25.74393358493138,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
602,False,"{'a': 0.003, 'e': 0.16480373465863135}",20,8,9.248427796102787,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
603,False,"{'a': 0.003, 'e': 0.16431006433040046}",25,10,-18.230275075310686,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
604,False,"{'a': 0.003, 'e': 0.16381787279385768}",20,12,-31.16441325723229,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
605,False,"{'a': 0.003, 'e': 0.1633271556192758}",20,6,-17.64383639667487,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
606,False,"{'a': 0.003, 'e': 0.16283790839019696}",20,9,21.23611626652218,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.003, 'e': 0.16235012670339277}",25,5,0.37520264663456016,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
608,False,"{'a': 0.003, 'e': 0.16186380616882481}",20,14,11.44468359272857,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.003, 'e': 0.16137894240960493}",25,20,7.222692296839107,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.003, 'e': 0.16089553106195606}",20,2,26.901022784998837,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.003, 'e': 0.16041356777517274}",20,4,24.21846831545121,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.003, 'e': 0.15993304821158225}",20,0,8.17780093757889,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
613,False,"{'a': 0.003, 'e': 0.15945396804650516}",35,20,18.34030114911596,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.003, 'e': 0.15897632296821687}",20,0,-19.111209010096903,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
615,False,"{'a': 0.003, 'e': 0.1585001086779083}",20,0,29.97532846007276,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
616,False,"{'a': 0.003, 'e': 0.1580253208896478}",25,0,29.461514633428262,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
617,False,"{'a': 0.003, 'e': 0.15755195533034191}",20,9,8.832085821972155,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
618,False,"{'a': 0.003, 'e': 0.1570800077396975}",25,15,4.3364470431161255,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
619,False,"{'a': 0.003, 'e': 0.156609473870183}",30,16,26.487989240953496,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.003, 'e': 0.15614034948699052}",20,0,27.678854956228342,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
621,False,"{'a': 0.003, 'e': 0.1556726303679973}",20,15,7.281001113434041,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.003, 'e': 0.15520631230372822}",25,15,-26.23395932592062,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
623,False,"{'a': 0.003, 'e': 0.1547413910973175}",20,16,5.820930268076882,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.003, 'e': 0.15427786256447115}",20,0,33.4785505675122,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
625,False,"{'a': 0.003, 'e': 0.15381572253342926}",20,8,21.589142304177116,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.003, 'e': 0.15335496684492847}",20,12,13.295287039999335,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.003, 'e': 0.15289559135216438}",30,3,1.5397214670131125,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 1}",1
628,False,"{'a': 0.003, 'e': 0.15243759192075454}",25,11,19.172641125413076,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.003, 'e': 0.1519809644287009}",20,3,5.373254787388558,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
630,False,"{'a': 0.003, 'e': 0.15152570476635302}",30,7,16.659624205277474,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
631,False,"{'a': 0.003, 'e': 0.15107180883637084}",20,11,15.758690933579178,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.003, 'e': 0.15061927255368793}",30,14,4.316552916599612,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
633,False,"{'a': 0.003, 'e': 0.15016809184547464}",20,10,-1.7470963077920625,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
634,False,"{'a': 0.003, 'e': 0.14971826265110164}",20,0,-26.102975162951246,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
635,False,"{'a': 0.003, 'e': 0.14926978092210305}",30,13,25.95905666212058,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.003, 'e': 0.14882264262214037}",20,1,25.67352057541936,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.003, 'e': 0.14837684372696583}",25,0,30.525813299433796,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
638,False,"{'a': 0.003, 'e': 0.1479323802243864}",20,13,10.236946052400379,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.003, 'e': 0.14748924811422748}",20,14,-0.4409509043342179,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
640,False,"{'a': 0.003, 'e': 0.1470474434082972}",20,10,-0.8104704451488338,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
641,False,"{'a': 0.003, 'e': 0.14660696213035015}",20,0,15.273227435052608,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
642,False,"{'a': 0.003, 'e': 0.14616780031605184}",20,4,8.526134488632419,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
643,False,"{'a': 0.003, 'e': 0.14572995401294303}",30,9,-28.131355326406677,"{0: 17, 1: 1, 2: 1, 3: 2, 4: 0}",1
644,False,"{'a': 0.003, 'e': 0.145293419280404}",25,3,25.305124949717488,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
645,False,"{'a': 0.003, 'e': 0.14485819218961926}",20,12,16.749145962701355,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.003, 'e': 0.14442426882354198}",25,15,16.764059390618662,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.003, 'e': 0.143991645276859}",20,12,7.886757710556844,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.003, 'e': 0.14356031765595542}",20,9,19.572392821777488,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.003, 'e': 0.14313028207887982}",20,0,31.81898594750351,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
650,False,"{'a': 0.003, 'e': 0.14270153467530902}",30,0,-22.02082737054752,"{0: 28, 1: 0, 2: 0, 3: 1, 4: 1}",0
651,False,"{'a': 0.003, 'e': 0.1422740715865136}",25,9,-21.371438688628874,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
652,False,"{'a': 0.003, 'e': 0.14184788896532272}",25,6,23.57382305665818,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.003, 'e': 0.14142298297609007}",25,5,-6.883126634875784,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
654,False,"{'a': 0.003, 'e': 0.14099934979465875}",20,6,17.637203489828938,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.003, 'e': 0.1405769856083274}",20,0,11.646099719857173,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
656,False,"{'a': 0.003, 'e': 0.14015588661581535}",25,15,-24.19096441402516,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
657,False,"{'a': 0.003, 'e': 0.13973604902722894}",25,12,-19.216543233519086,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
658,False,"{'a': 0.003, 'e': 0.13931746906402698}",20,0,7.507259804246552,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
659,False,"{'a': 0.003, 'e': 0.138900142958987}",20,12,11.641053789498908,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.003, 'e': 0.13848406695617121}",30,10,5.088435782676277,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
661,False,"{'a': 0.003, 'e': 0.13806923731089282}",25,13,26.33831153508318,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.003, 'e': 0.13765565028968216}",25,17,4.806589683173739,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
663,False,"{'a': 0.003, 'e': 0.13724330217025332}",25,15,1.0345916615380055,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
664,False,"{'a': 0.003, 'e': 0.13683218924147036}",30,0,2.0131215591749054,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
665,False,"{'a': 0.003, 'e': 0.13642230780331424}",20,9,-5.4968350339905365,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
666,False,"{'a': 0.003, 'e': 0.13601365416684916}",25,15,-2.124987327735461,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
667,False,"{'a': 0.003, 'e': 0.1356062246541897}",25,2,-13.842445647092834,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
668,False,"{'a': 0.003, 'e': 0.13520001559846748}",25,11,10.211174053666229,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.003, 'e': 0.1347950233437982}",25,10,17.055257988886904,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.003, 'e': 0.1343912442452489}",30,13,17.317925658707885,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.003, 'e': 0.13398867466880493}",25,10,26.646544267029768,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.003, 'e': 0.13358731099133747}",20,14,11.21891349565014,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.003, 'e': 0.1331871496005706}",20,7,7.74672660304596,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
674,False,"{'a': 0.003, 'e': 0.13278818689504915}",25,8,-24.106265355435106,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
675,False,"{'a': 0.003, 'e': 0.13239041928410605}",30,22,16.027995388988526,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.003, 'e': 0.13199384318783022}",20,11,0.8111636520861372,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
677,False,"{'a': 0.003, 'e': 0.131598455037034}",20,0,27.09649225990022,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.003, 'e': 0.13120425127322136}",25,7,25.977836381552898,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.003, 'e': 0.13081122834855582}",25,14,5.013361059507967,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
680,False,"{'a': 0.003, 'e': 0.13041938272582848}",30,20,8.073735565234575,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
681,False,"{'a': 0.003, 'e': 0.1300287108784259}",25,2,18.27178392959113,"{0: 21, 1: 2, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.003, 'e': 0.12963920929029896}",20,13,11.326858894002068,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.003, 'e': 0.12925087445593067}",20,2,5.60299878628105,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
684,False,"{'a': 0.003, 'e': 0.12886370288030502}",20,8,10.846576173618844,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
685,False,"{'a': 0.003, 'e': 0.12847769107887502}",30,14,15.459722475979586,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
686,False,"{'a': 0.003, 'e': 0.12809283557753198}",20,8,22.372047904378547,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.003, 'e': 0.12770913291257383}",20,14,-3.188239678234913,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
688,False,"{'a': 0.003, 'e': 0.12732657963067387}",25,11,24.609929665505923,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.003, 'e': 0.12694517228885002}",20,0,18.115126607901228,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
690,False,"{'a': 0.003, 'e': 0.12656490745443366}",25,0,1.2059518710524249,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
691,False,"{'a': 0.003, 'e': 0.12618578170503877}",25,17,18.107013003303315,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.003, 'e': 0.12580779162853092}",25,14,15.469285611827235,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.003, 'e': 0.12543093382299692}",20,9,16.57803356133741,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.003, 'e': 0.12505520489671398}",20,0,33.4294854221099,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.003, 'e': 0.12468060146811931}",20,10,9.801370163734793,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.003, 'e': 0.12430712016577938}",25,3,36.057441927245335,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.003, 'e': 0.12393475762836002}",20,13,-0.4165583279255385,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
698,False,"{'a': 0.003, 'e': 0.12356351050459588}",20,0,-27.21487718713192,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
699,False,"{'a': 0.003, 'e': 0.12319337545326038}",25,6,19.90284494446917,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.003, 'e': 0.12282434914313546}",20,1,6.25893553146724,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
701,False,"{'a': 0.003, 'e': 0.1224564282529819}",20,13,6.1395755075220375,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.003, 'e': 0.1220896094715092}",30,20,17.83619252216096,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.003, 'e': 0.12172388949734589}",20,15,9.434420527862724,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.003, 'e': 0.12135926503900965}",25,19,10.076707318208504,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.003, 'e': 0.12099573281487792}",20,0,24.967495412462686,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
706,False,"{'a': 0.003, 'e': 0.12063328955315826}",30,16,13.558656966670034,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.003, 'e': 0.12027193199185891}",25,7,-14.128296698877852,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
708,False,"{'a': 0.003, 'e': 0.11991165687875927}",20,3,1.0263006207716476,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
709,False,"{'a': 0.003, 'e': 0.11955246097138093}",25,11,13.819633348030509,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
710,False,"{'a': 0.003, 'e': 0.11919434103695832}",25,8,17.449593590014036,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
711,False,"{'a': 0.003, 'e': 0.11883729385240965}",30,2,42.412598305819,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.003, 'e': 0.11848131620430775}",20,0,11.082819578901185,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
713,False,"{'a': 0.003, 'e': 0.11812640488885146}",30,7,10.180890850075464,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
714,False,"{'a': 0.003, 'e': 0.1177725567118365}",20,3,9.317213149972233,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
715,False,"{'a': 0.003, 'e': 0.11741976848862698}",25,13,0.42094853034675683,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
716,False,"{'a': 0.003, 'e': 0.11706803704412637}",20,0,32.16009096112846,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.003, 'e': 0.11671735921274938}",25,7,-2.428584253377137,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
718,False,"{'a': 0.003, 'e': 0.11636773183839315}",25,14,20.444662858973743,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.003, 'e': 0.116019151774409}",20,13,14.142991119594464,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.003, 'e': 0.11567161588357389}",20,14,9.433396752787532,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.003, 'e': 0.11532512103806251}",25,16,4.130925331111604,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
722,False,"{'a': 0.003, 'e': 0.11497966411941893}",30,10,27.20659618620808,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.003, 'e': 0.11463524201852858}",35,21,13.514530628439864,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
724,False,"{'a': 0.003, 'e': 0.11429185163559014}",25,0,34.092853827597935,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
725,False,"{'a': 0.003, 'e': 0.11394948988008788}",35,25,14.701302472356028,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.003, 'e': 0.11360815367076371}",25,0,-6.091891381788126,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
727,False,"{'a': 0.003, 'e': 0.11326783993558948}",30,18,15.879817048355878,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.003, 'e': 0.11292854561173918}",30,0,32.43805443702837,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
729,False,"{'a': 0.003, 'e': 0.11259026764556165}",20,3,14.51597136336321,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
730,False,"{'a': 0.003, 'e': 0.11225300299255297}",30,18,9.35977545170599,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
731,False,"{'a': 0.003, 'e': 0.11191674861732888}",20,1,28.680951138486698,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.003, 'e': 0.11158150149359779}",20,5,23.16245516812209,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.003, 'e': 0.1112472586041333}",20,0,26.6803081858002,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
734,False,"{'a': 0.003, 'e': 0.11091401694074722}",20,4,2.7727761119647214,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
735,False,"{'a': 0.003, 'e': 0.11058177350426224}",30,4,39.28535868380773,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.003, 'e': 0.11025052530448522}",20,13,12.47296473639831,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.003, 'e': 0.10992026936018012}",25,12,15.933607332691638,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.003, 'e': 0.10959100269904129}",25,20,9.51969800859976,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.003, 'e': 0.10926272235766643}",30,13,27.465404192710494,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
740,False,"{'a': 0.003, 'e': 0.10893542538153032}",25,9,-16.860712166843804,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 0}",1
741,False,"{'a': 0.003, 'e': 0.10860910882495796}",20,0,9.413108993563378,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
742,False,"{'a': 0.003, 'e': 0.10828376975109819}",25,11,22.80366186251082,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'a': 0.003, 'e': 0.10795940523189702}",30,18,5.796819529374078,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
744,False,"{'a': 0.003, 'e': 0.10763601234807169}",30,16,-11.81915303425577,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
745,False,"{'a': 0.003, 'e': 0.10731358818908403}",25,8,30.715687807239664,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.003, 'e': 0.10699212985311449}",30,20,18.83201675543174,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.003, 'e': 0.10667163444703576}",20,0,14.513396883444772,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
748,False,"{'a': 0.003, 'e': 0.1063520990863871}",20,11,18.349599996788044,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.003, 'e': 0.1060335208953481}",20,3,29.439572513811147,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
750,False,"{'a': 0.003, 'e': 0.10571589700671291}",20,9,-49.41886574189275,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
751,False,"{'a': 0.003, 'e': 0.10539922456186433}",25,13,20.65656749057094,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.003, 'e': 0.10508350071074826}",25,10,22.718147998541955,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.003, 'e': 0.10476872261184789}",25,0,28.32008906898626,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
754,False,"{'a': 0.003, 'e': 0.10445488743215826}",25,4,25.815612178817837,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
755,False,"{'a': 0.003, 'e': 0.10414199234716055}",25,4,21.13146827270369,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
756,False,"{'a': 0.003, 'e': 0.10383003454079692}",25,6,30.827973038071057,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
757,False,"{'a': 0.003, 'e': 0.10351901120544502}",25,14,23.177978388127006,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.003, 'e': 0.10320891954189276}",20,7,24.05526920537403,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
759,False,"{'a': 0.003, 'e': 0.102899756759313}",25,0,28.00709279035048,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
